,type,sms,processedSMS,filteredSMS
477,0,Pick you up bout 7.30ish? What time are  and that going?,pick bout 7 30ish time go,"['pick', 'bout', '7', '30ish', 'time', 'go']"
478,0,What happened to our yo date?,happen yo date,"['happen', 'yo', 'date']"
479,0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,"['best', 'msg', 'hard', 'person', 'u', 'know', 'one', 'step', 'foward', 'make', 'u', 'fall', 'love', 'amp', 'one', 'step', 'back', 'ruin', 'ur', 'friendship', 'good', 'night']"
480,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),get headach tri figur u trust math promis,"['get', 'headach', 'tri', 'figur', 'u', 'trust', 'math', 'promis']"
481,0,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need get hotel got invit apologis cali sweet come english bloke weddin,"['know', 'need', 'get', 'hotel', 'got', 'invit', 'apologis', 'cali', 'sweet', 'come', 'english', 'bloke', 'weddin']"
482,0,K..k..i'm also fine:)when will you complete the course?,k k also fine complet cours,"['k', 'k', 'also', 'fine', 'complet', 'cours']"
483,0,"K, want us to come by now?",k want us come,"['k', 'want', 'us', 'come']"
484,0,Already am squatting is the new way of walking,alreadi squat new way walk,"['alreadi', 'squat', 'new', 'way', 'walk']"
485,0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum sent mani mani messag sinc got want know actual get enjoy rest day,"['mum', 'sent', 'mani', 'mani', 'messag', 'sinc', 'got', 'want', 'know', 'actual', 'get', 'enjoy', 'rest', 'day']"
486,0,I had askd u a question some hours before. Its answer,askd u question hour answer,"['askd', 'u', 'question', 'hour', 'answer']"
487,0,Have you been practising your curtsey?,practis curtsey,"['practis', 'curtsey']"
488,0,Beerage?,beerag,['beerag']
489,0,New car and house for my parents.:)i have only new job in hand:),new car hous parent new job hand,"['new', 'car', 'hous', 'parent', 'new', 'job', 'hand']"
490,0,U call me alter at 11 ok.,u call alter 11 ok,"['u', 'call', 'alter', '11', 'ok']"
491,0,Also are you bringing galileo or dobby,also bring galileo dobbi,"['also', 'bring', 'galileo', 'dobbi']"
492,0,I think if he rule tamilnadu..then its very tough for our people.,think rule tamilnadu tough peopl,"['think', 'rule', 'tamilnadu', 'tough', 'peopl']"
493,0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah rofl wtf nig leonardo room someth,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'leonardo', 'room', 'someth']"
494,0,"That day  _ say  _ cut ur hair at paragon, is it called hair sense? Do  _ noe how much is a hair cut? ",day say cut ur hair paragon call hair sens noe much hair cut,"['day', 'say', 'cut', 'ur', 'hair', 'paragon', 'call', 'hair', 'sens', 'noe', 'much', 'hair', 'cut']"
495,0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believ wat u realli neva c e msg sent shuhui,"['yup', 'wun', 'believ', 'wat', 'u', 'realli', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']"
496,0,R u meeting da ge at nite tmr?,r u meet da ge nite tmr,"['r', 'u', 'meet', 'da', 'ge', 'nite', 'tmr']"
497,0,Dear i have reache room,dear reach room,"['dear', 'reach', 'room']"
498,0,Omg it could snow here tonite!,omg could snow tonit,"['omg', 'could', 'snow', 'tonit']"
499,0,Please dont say like that. Hi hi hi,pleas dont say like hi hi hi,"['pleas', 'dont', 'say', 'like', 'hi', 'hi', 'hi']"
500,0,Dude we should go sup again,dude go sup,"['dude', 'go', 'sup']"
501,0,At home by the way,home way,"['home', 'way']"
502,0,Thanx but my birthday is over already.,thanx birthday alreadi,"['thanx', 'birthday', 'alreadi']"
503,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posibl dnt live lt gt centuri cm frwd n thnk differ,"['posibl', 'dnt', 'live', 'lt', 'gt', 'centuri', 'cm', 'frwd', 'n', 'thnk', 'differ']"
504,0,Can you open the door?,open door,"['open', 'door']"
505,0,Many times we lose our best ones bcoz we are ,mani time lose best one bcoz,"['mani', 'time', 'lose', 'best', 'one', 'bcoz']"
506,0,We're on the opposite side from where we dropped you off,opposit side drop,"['opposit', 'side', 'drop']"
507,0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happi', 'bad', 'day', 'give', 'u', 'experi', 'essenti', 'life', 'god', 'bless', 'good', 'morn']"
508,0,As usual u can call me ard 10 smth.,usual u call ard 10 smth,"['usual', 'u', 'call', 'ard', '10', 'smth']"
509,0,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,happi new year dear brother realli miss got number decid send text wish happi abiola,"['happi', 'new', 'year', 'dear', 'brother', 'realli', 'miss', 'got', 'number', 'decid', 'send', 'text', 'wish', 'happi', 'abiola']"
510,0,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",got arrest possess shit lt time gt pm,"['got', 'arrest', 'possess', 'shit', 'lt', 'time', 'gt', 'pm']"
511,0,"Goodmorning, today i am late for 1hr.",goodmorn today late 1hr,"['goodmorn', 'today', 'late', '1hr']"
512,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz,"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', '4', 'clock', 'call', 'plz']"
513,0,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,yeh indian nice tho kane bit shud go 4 drink sometim soon mite hav 2 go 2 da work 4 laugh soon love pete x x,"['yeh', 'indian', 'nice', 'tho', 'kane', 'bit', 'shud', 'go', '4', 'drink', 'sometim', 'soon', 'mite', 'hav', '2', 'go', '2', 'da', 'work', '4', 'laugh', 'soon', 'love', 'pete', 'x', 'x']"
514,0,You intrepid duo you! Have a great time and see you both soon. ,intrepid duo great time see soon,"['intrepid', 'duo', 'great', 'time', 'see', 'soon']"
515,0,Your dad is back in ph?,dad back ph,"['dad', 'back', 'ph']"
516,0,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok sure time tho sure get librari class tri see point good eve,"['ok', 'sure', 'time', 'tho', 'sure', 'get', 'librari', 'class', 'tri', 'see', 'point', 'good', 'eve']"
517,0,     got wat to buy tell us then  _ no need to come in again.,got wat buy tell us need come,"['got', 'wat', 'buy', 'tell', 'us', 'need', 'come']"
518,0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",good afternoon love job prospect miss lazi bleak hmmm happi fill love,"['good', 'afternoon', 'love', 'job', 'prospect', 'miss', 'lazi', 'bleak', 'hmmm', 'happi', 'fill', 'love']"
519,0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,well lot thing happen lindsay new year sigh bar ptbo blue heron someth go,"['well', 'lot', 'thing', 'happen', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'someth', 'go']"
520,0,Not getting anywhere with this damn job hunting over here!,get anywher damn job hunt,"['get', 'anywher', 'damn', 'job', 'hunt']"
521,0,Dad went out oredi... ,dad went oredi,"['dad', 'went', 'oredi']"
522,0,Ok set let u noe e details later...,ok set let u noe e detail later,"['ok', 'set', 'let', 'u', 'noe', 'e', 'detail', 'later']"
523,0,I want to be inside you every night...,want insid everi night,"['want', 'insid', 'everi', 'night']"
524,0,"K, wait chikku..il send aftr  &lt;#&gt; mins",k wait chikku il send aftr lt gt min,"['k', 'wait', 'chikku', 'il', 'send', 'aftr', 'lt', 'gt', 'min']"
525,0,I not at home now lei...,home lei,"['home', 'lei']"
526,0,"Yep, at derek's house now, see you Sunday &lt;3",yep derek hous see sunday lt 3,"['yep', 'derek', 'hous', 'see', 'sunday', 'lt', '3']"
527,0,How do you plan to manage that,plan manag,"['plan', 'manag']"
528,0,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ok wif co like 2 tri new thing scare u dun like mah co u said loud,"['ok', 'wif', 'co', 'like', '2', 'tri', 'new', 'thing', 'scare', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']"
529,0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,"['hi', 'happi', 'new', 'year', 'dont', 'mean', 'intrud', 'pl', 'let', 'know', 'much', 'tuition', 'paid', 'last', 'semest', 'much', 'semest', 'thank']"
530,0,Yo come over carlos will be here soon,yo come carlo soon,"['yo', 'come', 'carlo', 'soon']"
531,0,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,"['awesom', 'question', 'cute', 'answer', 'someon', 'ask', 'boy', 'ur', 'life', 'smile', 'amp', 'answer', 'fine', 'gudnit']"
532,0,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,believ attach see everi day know best get babe go teach class midnight,"['believ', 'attach', 'see', 'everi', 'day', 'know', 'best', 'get', 'babe', 'go', 'teach', 'class', 'midnight']"
533,0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,"['train', 'back', 'northampton', 'afraid', 'stay', 'skyve', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fanci', 'comedi', 'club', 'week', 'way']"
534,0,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,avail like right around hillsborough amp lt gt th,"['avail', 'like', 'right', 'around', 'hillsborough', 'amp', 'lt', 'gt', 'th']"
535,0,";-( oh well, c u later",oh well c u later,"['oh', 'well', 'c', 'u', 'later']"
536,0,Me fine..absolutly fine,fine absolutli fine,"['fine', 'absolutli', 'fine']"
537,0,Check with nuerologist.,check nuerologist,"['check', 'nuerologist']"
538,0,"Omw back to tampa from west palm, you hear what happened?",omw back tampa west palm hear happen,"['omw', 'back', 'tampa', 'west', 'palm', 'hear', 'happen']"
539,0,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project,"['trip', 'ok', 'quit', 'tire', 'lor', 'uni', 'start', 'today', 'ok', '4', 'co', 'take', 'modul', 'ju', 'concentr', 'final', 'yr', 'project']"
540,0,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,got lousi sleep kept wake everi 2 hour see cat want come worri cold,"['got', 'lousi', 'sleep', 'kept', 'wake', 'everi', '2', 'hour', 'see', 'cat', 'want', 'come', 'worri', 'cold']"
541,0,I will lick up every drop :) are you ready to use your mouth as well?,lick everi drop readi use mouth well,"['lick', 'everi', 'drop', 'readi', 'use', 'mouth', 'well']"
542,0,Lol no ouch but wish i'd stayed out a bit longer,lol ouch wish stay bit longer,"['lol', 'ouch', 'wish', 'stay', 'bit', 'longer']"
543,0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey congrat 2u2 id luv 2 ive 2 go home,"['hey', 'congrat', '2u2', 'id', 'luv', '2', 'ive', '2', 'go', 'home']"
544,0,Finish liao... U?,finish liao u,"['finish', 'liao', 'u']"
545,0,Come by our room at some point so we can iron out the plan for this weekend,come room point iron plan weekend,"['come', 'room', 'point', 'iron', 'plan', 'weekend']"
546,0,Ofcourse I also upload some songs,ofcours also upload song,"['ofcours', 'also', 'upload', 'song']"
547,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorri lor watch tv watch forgot 2 check phone,"['aiyah', 'sorri', 'lor', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']"
548,0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,u dun wan u dun like alreadi ah wat u still eat,"['u', 'dun', 'wan', 'u', 'dun', 'like', 'alreadi', 'ah', 'wat', 'u', 'still', 'eat']"
549,0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza 700 studio taken left 2 bedrm 900,"['hmm', 'bad', 'news', 'hype', 'park', 'plaza', '700', 'studio', 'taken', 'left', '2', 'bedrm', '900']"
550,0,It's ok lar. U sleep early too... Nite...,ok lar u sleep earli nite,"['ok', 'lar', 'u', 'sleep', 'earli', 'nite']"
551,0,Got c... I lazy to type... I forgot  _ in lect... I saw a pouch but like not v nice...,got c lazi type forgot lect saw pouch like v nice,"['got', 'c', 'lazi', 'type', 'forgot', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']"
552,0,Ok ill tell the company,ok ill tell compani,"['ok', 'ill', 'tell', 'compani']"
553,0,Ya just telling abt tht incident..,ya tell abt tht incid,"['ya', 'tell', 'abt', 'tht', 'incid']"
554,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",lt gt pple marri lover becz hav gud undrstndng dat avoid problem sent di 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnd lt gt min whn u read,"['lt', 'gt', 'pple', 'marri', 'lover', 'becz', 'hav', 'gud', 'undrstndng', 'dat', 'avoid', 'problem', 'sent', 'di', '2', 'u', 'u', 'wil', 'get', 'gud', 'news', 'friday', 'person', 'like', 'tomorrow', 'best', 'day', 'life', 'dont', 'break', 'chain', 'break', 'suffer', 'send', 'lt', 'gt', 'frnd', 'lt', 'gt', 'min', 'whn', 'u', 'read']"
555,0,"Ok da, i already planned. I wil pick you.",ok da alreadi plan wil pick,"['ok', 'da', 'alreadi', 'plan', 'wil', 'pick']"
556,0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,jesu christ bitch tri give drug answer fuck phone,"['jesu', 'christ', 'bitch', 'tri', 'give', 'drug', 'answer', 'fuck', 'phone']"
557,0,"Cool, text me when you head out",cool text head,"['cool', 'text', 'head']"
558,0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",friend studi warwick plan go shop concert tmw may cancel havn seen age yeah get togeth sometim,"['friend', 'studi', 'warwick', 'plan', 'go', 'shop', 'concert', 'tmw', 'may', 'cancel', 'havn', 'seen', 'age', 'yeah', 'get', 'togeth', 'sometim']"
559,0,And do you have any one that can teach me how to ship cars.,one teach ship car,"['one', 'teach', 'ship', 'car']"
560,0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla whenev around need excus go creep peopl sarasota,"['anyway', 'holla', 'whenev', 'around', 'need', 'excus', 'go', 'creep', 'peopl', 'sarasota']"
561,0,i want to grasp your pretty booty :),want grasp pretti booti,"['want', 'grasp', 'pretti', 'booti']"
562,0,"Sorry, I'll call later",sorri call later,"['sorri', 'call', 'later']"
563,0,Dai  &lt;#&gt;  naal eruku.,dai lt gt naal eruku,"['dai', 'lt', 'gt', 'naal', 'eruku']"
564,0,"\Are you comingdown later?\""""",comingdown later,"['comingdown', 'later']"
565,0,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",sorri call later meet thing relat trade pleas call arul lt gt,"['sorri', 'call', 'later', 'meet', 'thing', 'relat', 'trade', 'pleas', 'call', 'arul', 'lt', 'gt']"
566,0,Ok no prob,ok prob,"['ok', 'prob']"
567,0,"Hi elaine, is today's meeting confirmed?",hi elain today meet confirm,"['hi', 'elain', 'today', 'meet', 'confirm']"
568,0,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beauti truth express face could seen everyon depress heart could understood love one gud ni8,"['beauti', 'truth', 'express', 'face', 'could', 'seen', 'everyon', 'depress', 'heart', 'could', 'understood', 'love', 'one', 'gud', 'ni8']"
569,0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,yet ya sapna aunti maneg day hogidh chinnu full weak swalpa black agidhan,"['yet', 'ya', 'sapna', 'aunti', 'maneg', 'day', 'hogidh', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhan']"
570,0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pub near franki n benni near warner cinema,"['nice', 'pub', 'near', 'franki', 'n', 'benni', 'near', 'warner', 'cinema']"
571,0,"\Im on gloucesterroad what are uup to later?\""""",im gloucesterroad uup later,"['im', 'gloucesterroad', 'uup', 'later']"
572,0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind,"['ha', 'us', 'e', 'thing', 'got', 'tv', '2', 'watch', 'u', 'thk', '2', 'go', 'tonight', 'u', 'alreadi', 'haf', 'smth', 'mind']"
573,0,Black shirt n blue jeans... I thk i c  _...,black shirt n blue jean thk c,"['black', 'shirt', 'n', 'blue', 'jean', 'thk', 'c']"
574,0,How much would it cost to hire a hitman,much would cost hire hitman,"['much', 'would', 'cost', 'hire', 'hitman']"
575,0,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,say lt gt year old man money last lt gt still wait check,"['say', 'lt', 'gt', 'year', 'old', 'man', 'money', 'last', 'lt', 'gt', 'still', 'wait', 'check']"
576,0,"Maybe westshore or hyde park village, the place near my house?",mayb westshor hyde park villag place near hous,"['mayb', 'westshor', 'hyde', 'park', 'villag', 'place', 'near', 'hous']"
577,0,Haha i think i did too,haha think,"['haha', 'think']"
578,0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorn today late lt decim gt min,"['goodmorn', 'today', 'late', 'lt', 'decim', 'gt', 'min']"
579,0,My planning usually stops at \find hella weed,plan usual stop find hella weed,"['plan', 'usual', 'stop', 'find', 'hella', 'weed']"
580,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probabl sure ilol let u know person wuldnt bother ur goin mite well,"['yeah', 'probabl', 'sure', 'ilol', 'let', 'u', 'know', 'person', 'wuldnt', 'bother', 'ur', 'goin', 'mite', 'well']"
581,0,Not yet chikku..wat abt u?,yet chikku wat abt u,"['yet', 'chikku', 'wat', 'abt', 'u']"
582,0,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",1 thing chang sentenc want 2 concentr educ career im leav,"['1', 'thing', 'chang', 'sentenc', 'want', '2', 'concentr', 'educ', 'career', 'im', 'leav']"
583,0,K:)k:)good:)study well.,k k good studi well,"['k', 'k', 'good', 'studi', 'well']"
584,0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,great trip india bring light everyon project everyon lucki see smile bye abiola,"['great', 'trip', 'india', 'bring', 'light', 'everyon', 'project', 'everyon', 'lucki', 'see', 'smile', 'bye', 'abiola']"
585,0,I am going to film 2day da. At 6pm. Sorry da.,go film 2day da 6pm sorri da,"['go', 'film', '2day', 'da', '6pm', 'sorri', 'da']"
586,0,aathi..where are you dear..,aathi dear,"['aathi', 'dear']"
587,0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah basic time next week get away mom amp get 3,"['yeah', 'basic', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get', '3']"
588,0,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,check mail mail varma kept copi regard membership take care insha allah,"['check', 'mail', 'mail', 'varma', 'kept', 'copi', 'regard', 'membership', 'take', 'care', 'insha', 'allah']"
589,0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurri home u big butt hang last caller u food done starv ask cook,"['hurri', 'home', 'u', 'big', 'butt', 'hang', 'last', 'caller', 'u', 'food', 'done', 'starv', 'ask', 'cook']"
590,0,"Sure, I'll see if I can come by in a bit",sure see come bit,"['sure', 'see', 'come', 'bit']"
591,0,"that would be good    _ I'll phone you tomo lunchtime, shall I, to organise something?",would good phone tomo lunchtim shall organis someth,"['would', 'good', 'phone', 'tomo', 'lunchtim', 'shall', 'organis', 'someth']"
592,0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,"['ok', 'lor', 'ned', '2', 'go', 'toa', 'payoh', '4', '2', 'return', 'smth', 'u', 'wan', '2', 'send', 'wat']"
593,0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",loverboy keep come queen hmmm ach speak miss despar,"['loverboy', 'keep', 'come', 'queen', 'hmmm', 'ach', 'speak', 'miss', 'despar']"
594,0,"K, I might come by tonight then if my class lets out early",k might come tonight class let earli,"['k', 'might', 'come', 'tonight', 'class', 'let', 'earli']"
595,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream,"['heart', 'empti', 'without', 'love', 'mind', 'empti', 'without', 'wisdom', 'eye', 'r', 'empti', 'without', 'dream', 'amp', 'life', 'empti', 'without', 'frnd', 'alwi', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']"
596,0,I told your number to gautham..,told number gautham,"['told', 'number', 'gautham']"
597,0,Cab is available.they pick up and drop at door steps.,cab avail pick drop door step,"['cab', 'avail', 'pick', 'drop', 'door', 'step']"
598,0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,gon na let know co come bak holiday day come t4get2text number,"['gon', 'na', 'let', 'know', 'co', 'come', 'bak', 'holiday', 'day', 'come', 't4get2text', 'number']"
599,0,Yeah imma come over cause jay wants to do some drugs,yeah imma come caus jay want drug,"['yeah', 'imma', 'come', 'caus', 'jay', 'want', 'drug']"
600,0,No problem baby. Is this is a good time to talk? I called and left a message.,problem babi good time talk call left messag,"['problem', 'babi', 'good', 'time', 'talk', 'call', 'left', 'messag']"
601,0,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,eh ur laptop got stock lei say mon muz come take look c got,"['eh', 'ur', 'laptop', 'got', 'stock', 'lei', 'say', 'mon', 'muz', 'come', 'take', 'look', 'c', 'got']"
602,0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu,"['hi', 'chachi', 'tri', 'call', 'u', 'unabl', 'reach', 'u', 'pl', 'give', 'miss', 'cal', 'u', 'c', 'tiz', 'msg', 'kanagu']"
603,0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di yiju meet 7 pm esaplanad tonight,"['hi', 'di', 'yiju', 'meet', '7', 'pm', 'esaplanad', 'tonight']"
604,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god creat gap finger one made come amp fill gap hold hand love,"['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']"
605,0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,"['becoz', 'lt', 'gt', 'jan', 'whn', 'al', 'post', 'ofic', 'holiday', 'cn', 'go', 'fr', 'post', 'ofic', 'got', 'duffer']"
606,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,u ask darren go n pick u lor oso sian tmr haf 2 meet lect,"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', '2', 'meet', 'lect']"
607,0,Unless it's a situation where YOU GO GURL would be more appropriate,unless situat go gurl would appropri,"['unless', 'situat', 'go', 'gurl', 'would', 'appropri']"
608,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi,"['today', 'accept', 'day', 'u', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rpli', 'mean', 'enemi']"
609,0,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend,"['scienc', 'tell', 'chocol', 'melt', 'sunlight', 'pleas', 'walk', 'sunlight', 'bcoz', 'want', 'loss', 'sweet', 'friend']"
610,0,Now got tv 2 watch meh? U no work today?,got tv 2 watch meh u work today,"['got', 'tv', '2', 'watch', 'meh', 'u', 'work', 'today']"
611,0,"Aight no rush, I'll ask jay",aight rush ask jay,"['aight', 'rush', 'ask', 'jay']"
612,0,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,wait e car dat bore wat co wait outsid got noth 2 home stuff watch tv wat,"['wait', 'e', 'car', 'dat', 'bore', 'wat', 'co', 'wait', 'outsid', 'got', 'noth', '2', 'home', 'stuff', 'watch', 'tv', 'wat']"
613,0,Ok...,ok,['ok']
614,0,Lol no. U can trust me.,lol u trust,"['lol', 'u', 'trust']"
615,0,Glad to see your reply.,glad see repli,"['glad', 'see', 'repli']"
616,0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already    _,littl darl far week need coffe run tomo believ time week alreadi,"['littl', 'darl', 'far', 'week', 'need', 'coffe', 'run', 'tomo', 'believ', 'time', 'week', 'alreadi']"
617,0,My uncles in Atlanta. Wish you guys a great semester.,uncl atlanta wish guy great semest,"['uncl', 'atlanta', 'wish', 'guy', 'great', 'semest']"
618,0,When did dad get back.,dad get back,"['dad', 'get', 'back']"
619,0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot,"['ok', 'would', 'b', 'love', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']"
620,0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx 4 2day u r goodmat think ur rite sari asusu 1 u cheer love u franyxxxxx,"['thanx', '4', '2day', 'u', 'r', 'goodmat', 'think', 'ur', 'rite', 'sari', 'asusu', '1', 'u', 'cheer', 'love', 'u', 'franyxxxxx']"
621,0,Midnight at the earliest,midnight earliest,"['midnight', 'earliest']"
622,0,i cant talk to you now.i will call when i can.dont keep calling.,cant talk call dont keep call,"['cant', 'talk', 'call', 'dont', 'keep', 'call']"
623,0,"Sorry, I'll call later",sorri call later,"['sorri', 'call', 'later']"
