,Experiment Name,Feature_List,Model,Epochs,Hyperparameters,Training Accuracy,Testing Accuracy,Training PR-AUC,Testing PR-AUC,Training Precision,Testing Precision,Training Recall,Testing Recall
79,Experiment-2-StandardScaler-OneHot,Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat;Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.998637602,0.902173913,0.998756219,0.942349703,0.997512438,0.923809524,1,0.906542056
80,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[39],solver=lbfgs max_iter=600,0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
81,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[13],solver=newton-cg max_iter=600,0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
82,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[5],solver=liblinear max_iter=600,0.865122616,0.875,0.90742897,0.9265015,0.861244019,0.903846154,0.897755611,0.878504673
83,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[104],solver=sag max_iter=600,0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
84,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[196],solver=sag max_iter=600,0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
85,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[13],"solver=newton-cg, penalty=l2 max_iter=600",0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
86,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[12],"solver=newton-cg, penalty=none max_iter=600",0.867847411,0.880434783,0.910475763,0.927087566,0.870731707,0.897196262,0.890274314,0.897196262
87,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[39],"solver=lbfgs, penalty=l2, max_iter=600",0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
88,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[45],"solver=lbfgs, penalty=none, max_iter=600",0.867847411,0.880434783,0.910475763,0.927087566,0.870731707,0.897196262,0.890274314,0.897196262
89,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[39],"solver=lbfgs, penalty=l2, tol=1e-10, max_iter=600",0.866485014,0.880434783,0.909416478,0.928914882,0.868613139,0.904761905,0.890274314,0.887850467
90,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,criterion=gini,1,0.804347826,1,0.8862718,1,0.858585859,1,0.794392523
91,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,criterion=entropy,1,0.804347826,1,0.891972568,1,0.88172043,1,0.76635514
92,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=best",1,0.815217391,1,0.893277811,1,0.868686869,1,0.803738318
93,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random",1,0.684782609,1,0.80821854,1,0.702479339,1,0.794392523
94,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=auto",1,0.755434783,1,0.85210632,1,0.798076923,1,0.775700935
95,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt",1,0.777173913,1,0.859824325,1,0.770491803,1,0.878504673
96,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=log2",1,0.72826087,1,0.833801804,1,0.76146789,1,0.775700935
97,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300",1,0.777173913,1,0.868067859,1,0.83,1,0.775700935
98,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2",1,0.75,1,0.848305954,1,0.79047619,1,0.775700935
99,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2, min_samples_leaf=1",1,0.788043478,1,0.876537246,1,0.846938776,1,0.775700935
100,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, max_iter=3000",0.990463215,0.847826087,0.992680513,0.902184072,0.987623762,0.843478261,0.995012469,0.906542056
101,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, max_iter=3000",0.989100817,0.864130435,0.992749733,0.916348744,0.990024938,0.87962963,0.990024938,0.887850467
102,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(3, 2), max_iter=3000",0.876021798,0.885869565,0.913257314,0.927854992,0.863849765,0.890909091,0.917705736,0.91588785
103,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(4, 1), max_iter=3000",0.847411444,0.847826087,0.893126299,0.904461857,0.824719101,0.855855856,0.91521197,0.887850467
104,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), max_iter=3000",1,0.820652174,1,0.890008202,1,0.842592593,1,0.85046729
105,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, max_iter=3000",1,0.847826087,1,0.910459479,1,0.883495146,1,0.85046729
106,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, max_iter=3000",1,0.831521739,1,0.897957189,1,0.858490566,1,0.85046729
107,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=adaptive, max_iter=3000",1,0.826086957,1,0.89268576,1,0.844036697,1,0.859813084
108,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=invscaling, max_iter=3000",1,0.847826087,1,0.907202357,1,0.869158879,1,0.869158879
109,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, shuffle=False, max_iter=3000",1,0.820652174,1,0.890008202,1,0.842592593,1,0.85046729
110,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,loss=deviance,0.942779292,0.880434783,0.960856944,0.928914882,0.943209877,0.904761905,0.952618454,0.887850467
111,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,loss=exponential,0.929155313,0.891304348,0.950407743,0.935632292,0.924574209,0.914285714,0.947630923,0.897196262
112,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse",0.942779292,0.880434783,0.960856944,0.928914882,0.943209877,0.904761905,0.952618454,0.887850467
113,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=squared_error",0.942779292,0.880434783,0.960856944,0.928914882,0.943209877,0.904761905,0.952618454,0.887850467
114,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=2",0.942779292,0.880434783,0.960856944,0.928914882,0.943209877,0.904761905,0.952618454,0.887850467
115,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9",0.944141689,0.880434783,0.962024283,0.928914882,0.945544554,0.904761905,0.952618454,0.887850467
116,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=1",0.944141689,0.880434783,0.962024283,0.928914882,0.945544554,0.904761905,0.952618454,0.887850467
117,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3",0.949591281,0.891304348,0.964031645,0.935632292,0.943902439,0.914285714,0.965087282,0.897196262
118,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.998637602,0.875,0.998756219,0.9265015,0.997512438,0.903846154,1,0.878504673
119,Experiment-3-StandardScaler-TargetEncoding,Age-StandardScaler;RestingBP-StandardScaler;Cholesterol-StandardScaler;FastingBS-StandardScaler;MaxHR-StandardScaler;Oldpeak-StandardScaler;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.998637602,0.891304348,0.998756219,0.933715969,0.997512438,0.906542056,1,0.906542056
120,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[36],solver=lbfgs max_iter=600,0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
121,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[12],solver=newton-cg max_iter=600,0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
122,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[6],solver=liblinear max_iter=600,0.869209809,0.85326087,0.910541901,0.9167564,0.86746988,0.9,0.897755611,0.841121495
123,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[41],solver=sag max_iter=600,0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
124,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[87],solver=sag max_iter=600,0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
125,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[12],"solver=newton-cg, penalty=l2 max_iter=600",0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
126,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[14],"solver=newton-cg, penalty=none max_iter=600",0.871934605,0.836956522,0.912642312,0.911565955,0.871670702,0.905263158,0.897755611,0.803738318
127,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex-OneHot-M;Sex-OneHot-F;ChestPainType-OneHot-NAP;ChestPainType-OneHot-ASY;ChestPainType-OneHot-TA;ChestPainType-OneHot-ATA;RestingECG-OneHot-Normal;RestingECG-OneHot-LVH;RestingECG-OneHot-ST;ExerciseAngina-OneHot-N;ExerciseAngina-OneHot-Y;ST_Slope-OneHot-Down;ST_Slope-OneHot-Up;ST_Slope-OneHot-Flat,LogisticRegression,[36],"solver=lbfgs, penalty=l2, max_iter=600",0.869209809,0.842391304,0.910541901,0.91182498,0.86746988,0.897959184,0.897755611,0.822429907
